company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,sched_dep,actual_dep,delay_min,passengers,Hot Transfer,Origin,Transfer,transfer_ratio,ssr_count,tight_ground,high_load,delay_norm,ssr_norm,bag_ratio_norm,load_norm,tight_flag,high_load_flag,difficulty_score,daily_rank,difficulty_cat
UA,767,2025-08-13,ORD,DEN,2025-08-13T21:32:00Z,2025-08-13T23:22:00Z,2025-08-13T22:10:00Z,2025-08-13T23:42:00Z,200,A321-2NX,Mainline,22,64,62,2025-08-13 21:32:00+00:00,2025-08-13 22:10:00+00:00,38.0,202,0,24,55,55.0,0.0,True,False,0.05319148936170213,0.0,0.15714285714285714,0.3776091081593928,1,0,0.22290783986896062,23.0,Difficult
OO,5026,2025-08-13,ORD,JST,2025-08-13T21:05:00Z,2025-08-13T23:55:00Z,2025-08-13T21:18:00Z,2025-08-14T00:08:00Z,50,CRJ-200,Express,40,69,29,2025-08-13 21:05:00+00:00,2025-08-13 21:18:00+00:00,13.0,53,12,13,11,11.0,0.0,False,False,0.029013539651837523,0.0,0.03142857142857143,0.09487666034155598,0,0,0.03396510824957674,482.0,Easy
OO,5493,2025-08-05,ORD,ATW,2025-08-05T11:05:00Z,2025-08-05T12:18:00Z,2025-08-05T11:01:00Z,2025-08-05T12:08:00Z,50,CRJ-200,Express,106,116,29,2025-08-05 11:05:00+00:00,2025-08-05 11:01:00+00:00,-4.0,53,1,25,27,27.0,0.0,False,False,0.012572533849129593,0.0,0.07714285714285714,0.09487666034155598,0,0,0.038175663651621505,441.0,Easy
G7,4519,2025-08-06,ORD,SCE,2025-08-06T18:20:00Z,2025-08-06T21:24:00Z,2025-08-06T18:08:00Z,2025-08-06T21:04:00Z,50,CRJ-550,Express,70,62,29,2025-08-06 18:20:00+00:00,2025-08-06 18:08:00+00:00,-12.0,43,0,3,12,12.0,0.0,False,False,0.004835589941972919,0.0,0.03428571428571429,0.07590132827324478,0,0,0.023488085494383693,492.0,Easy
OO,4791,2025-08-04,ORD,SBN,2025-08-04T10:35:00Z,2025-08-04T12:33:00Z,2025-08-04T10:30:00Z,2025-08-04T12:20:00Z,50,CRJ-550,Express,56,60,29,2025-08-04 10:35:00+00:00,2025-08-04 10:30:00+00:00,-5.0,45,10,1,13,13.0,0.0,False,False,0.011605415860735008,0.0,0.037142857142857144,0.07969639468690702,0,0,0.026849475124173336,547.0,Easy
UA,592,2025-08-03,ORD,JAC,2025-08-03T16:50:00Z,2025-08-03T19:05:00Z,2025-08-03T16:59:00Z,2025-08-03T18:57:00Z,126,B737-700,Mainline,57,89,43,2025-08-03 16:50:00+00:00,2025-08-03 16:59:00+00:00,9.0,161,7,41,64,64.0,0.0,False,False,0.025145067698259187,0.0,0.18285714285714286,0.2998102466793169,0,0,0.10407699821676972,219.0,Medium
G7,4590,2025-08-01,ORD,MDT,2025-08-01T16:45:00Z,2025-08-01T19:52:00Z,2025-08-01T16:36:00Z,2025-08-01T19:23:00Z,50,CRJ-550,Express,42,43,29,2025-08-01 16:45:00+00:00,2025-08-01 16:36:00+00:00,-9.0,55,3,4,19,19.0,0.0,False,False,0.007736943907156672,0.0,0.054285714285714284,0.09867172675521822,0,0,0.0329125713803335,536.0,Easy
YX,3464,2025-08-13,ORD,PIT,2025-08-13T21:15:00Z,2025-08-13T23:58:00Z,2025-08-13T21:30:00Z,2025-08-13T23:51:00Z,76,ERJ-175,Express,142,48,39,2025-08-13 21:15:00+00:00,2025-08-13 21:30:00+00:00,15.0,76,10,10,26,26.0,0.0,False,False,0.03094777562862669,0.0,0.07428571428571429,0.13851992409867173,0,0,0.05184546036546521,372.0,Medium
OO,5963,2025-08-14,ORD,BDL,2025-08-14T14:09:00Z,2025-08-14T17:36:00Z,2025-08-14T14:22:00Z,2025-08-14T17:59:00Z,70,ERJ-175,Express,59,74,34,2025-08-14 14:09:00+00:00,2025-08-14 14:22:00+00:00,13.0,74,4,18,24,24.0,0.0,False,False,0.029013539651837523,0.0,0.06857142857142857,0.13472485768500947,0,0,0.04936331914683886,398.0,Medium
OO,5447,2025-08-10,ORD,PVD,2025-08-10T11:05:00Z,2025-08-10T14:39:00Z,2025-08-10T10:59:00Z,2025-08-10T14:42:00Z,70,ERJ-175,Express,71,33,34,2025-08-10 11:05:00+00:00,2025-08-10 10:59:00+00:00,-6.0,67,0,15,31,31.0,0.0,False,False,0.010638297872340424,0.0,0.08857142857142856,0.12144212523719165,0,0,0.045194200123426176,465.0,Easy
UA,1495,2025-08-05,ORD,TVC,2025-08-05T19:52:00Z,2025-08-05T22:12:00Z,2025-08-05T19:58:00Z,2025-08-05T22:25:00Z,150,A320-200,Mainline,57,60,46,2025-08-05 19:52:00+00:00,2025-08-05 19:58:00+00:00,6.0,74,7,4,10,10.0,0.0,False,False,0.022243713733075435,0.0,0.02857142857142857,0.13472485768500947,0,0,0.03933237137121024,434.0,Easy
UA,2100,2025-08-08,ORD,SLC,2025-08-08T13:11:00Z,2025-08-08T15:40:00Z,2025-08-08T13:11:00Z,2025-08-08T15:36:00Z,166,B737-800,Mainline,68,100,51,2025-08-08 13:11:00+00:00,2025-08-08 13:11:00+00:00,0.0,191,6,45,59,59.0,4.0,False,False,0.01644100580270793,0.4444444444444444,0.16857142857142857,0.3567362428842505,0,0,0.19888272492083708,26.0,Difficult
UA,2640,2025-08-05,ORD,DCA,2025-08-05T15:00:00Z,2025-08-05T18:02:00Z,2025-08-05T14:59:00Z,2025-08-05T17:48:00Z,126,B737-700,Mainline,119,124,51,2025-08-05 15:00:00+00:00,2025-08-05 14:59:00+00:00,-1.0,59,0,17,10,10.0,1.0,False,False,0.015473887814313345,0.1111111111111111,0.02857142857142857,0.1062618595825427,0,0,0.05383104619731048,363.0,Medium
UA,224,2025-08-01,ORD,BZN,2025-08-01T09:04:00Z,2025-08-01T11:31:00Z,2025-08-01T09:10:00Z,2025-08-01T11:26:00Z,166,B737-800,Mainline,206,84,60,2025-08-01 09:04:00+00:00,2025-08-01 09:10:00+00:00,6.0,196,10,67,52,52.0,0.0,False,False,0.022243713733075435,0.0,0.14857142857142858,0.3662239089184061,0,0,0.10963218161788957,253.0,Medium
OO,5392,2025-08-15,ORD,OKC,2025-08-15T19:36:00Z,2025-08-15T22:03:00Z,2025-08-15T19:40:00Z,2025-08-15T21:36:00Z,76,ERJ-175,Express,165,130,39,2025-08-15 19:36:00+00:00,2025-08-15 19:40:00+00:00,4.0,70,11,9,28,28.0,0.0,False,False,0.020309477756286266,0.0,0.08,0.127134724857685,0,0,0.047519788298422884,397.0,Medium
OO,5984,2025-08-05,ORD,BIL,2025-08-05T09:20:00Z,2025-08-05T11:36:00Z,2025-08-05T09:30:00Z,2025-08-05T11:29:00Z,76,ERJ-175,Express,78,28,34,2025-08-05 09:20:00+00:00,2025-08-05 09:30:00+00:00,10.0,100,0,7,32,32.0,2.0,False,False,0.02611218568665377,0.2222222222222222,0.09142857142857143,0.1840607210626186,0,0,0.10737595864867858,181.0,Medium
OO,5737,2025-08-13,ORD,OMA,2025-08-13T21:12:00Z,2025-08-13T23:00:00Z,2025-08-13T21:19:00Z,2025-08-13T22:51:00Z,76,ERJ-175,Express,47,74,34,2025-08-13 21:12:00+00:00,2025-08-13 21:19:00+00:00,7.0,50,3,1,21,21.0,0.0,False,False,0.023210831721470017,0.0,0.06,0.08918406072106262,0,0,0.03680006166065353,459.0,Easy
G7,4552,2025-08-03,ORD,DAY,2025-08-03T21:30:00Z,2025-08-03T23:58:00Z,2025-08-03T21:23:00Z,2025-08-03T23:27:00Z,50,CRJ-550,Express,74,57,29,2025-08-03 21:30:00+00:00,2025-08-03 21:23:00+00:00,-7.0,44,0,0,32,32.0,0.0,False,False,0.00967117988394584,0.0,0.09142857142857143,0.0777988614800759,0,0,0.03674684054691322,494.0,Easy
G7,4476,2025-08-07,ORD,CAE,2025-08-07T13:55:00Z,2025-08-07T17:00:00Z,2025-08-07T15:00:00Z,2025-08-07T17:59:00Z,50,CRJ-550,Express,110,209,29,2025-08-07 13:55:00+00:00,2025-08-07 15:00:00+00:00,65.0,55,2,35,8,8.0,0.0,False,False,0.07930367504835589,0.0,0.022857142857142857,0.09867172675521822,0,0,0.048096876436978984,415.0,Medium
G7,4482,2025-08-02,ORD,TUL,2025-08-02T15:35:00Z,2025-08-02T17:35:00Z,2025-08-02T15:34:00Z,2025-08-02T17:22:00Z,50,CRJ-550,Express,40,51,29,2025-08-02 15:35:00+00:00,2025-08-02 15:34:00+00:00,-1.0,52,4,4,38,38.0,0.0,False,False,0.015473887814313345,0.0,0.10857142857142857,0.09297912713472486,0,0,0.04495227748552469,446.0,Easy
OO,5557,2025-08-12,ORD,OKC,2025-08-12T09:15:00Z,2025-08-12T11:54:00Z,2025-08-12T09:31:00Z,2025-08-12T11:55:00Z,76,ERJ-175,Express,73,63,34,2025-08-12 09:15:00+00:00,2025-08-12 09:31:00+00:00,16.0,81,3,12,27,27.0,0.0,False,False,0.031914893617021274,0.0,0.07714285714285714,0.14800759013282733,0,0,0.05460455754024328,357.0,Medium
UA,2683,2025-08-11,ORD,SAN,2025-08-11T14:06:00Z,2025-08-11T16:28:00Z,2025-08-11T14:02:00Z,2025-08-11T16:11:00Z,166,B737-800,Mainline,95,114,51,2025-08-11 14:06:00+00:00,2025-08-11 14:02:00+00:00,-4.0,188,5,67,22,22.0,0.0,False,False,0.012572533849129593,0.0,0.06285714285714286,0.35104364326375714,0,0,0.08655191737891889,270.0,Medium
OO,5557,2025-08-13,ORD,OKC,2025-08-13T09:15:00Z,2025-08-13T11:54:00Z,2025-08-13T09:12:00Z,2025-08-13T11:34:00Z,76,ERJ-175,Express,73,87,34,2025-08-13 09:15:00+00:00,2025-08-13 09:12:00+00:00,-3.0,86,7,6,44,44.0,0.0,False,False,0.013539651837524177,0.0,0.12571428571428572,0.1574952561669829,0,0,0.06070380392751098,335.0,Medium
YX,3716,2025-08-13,ORD,CMH,2025-08-13T18:20:00Z,2025-08-13T20:57:00Z,2025-08-13T18:27:00Z,2025-08-13T20:43:00Z,76,ERJ-175,Express,47,53,34,2025-08-13 18:20:00+00:00,2025-08-13 18:27:00+00:00,7.0,84,0,21,33,33.0,1.0,False,False,0.023210831721470017,0.1111111111111111,0.09428571428571429,0.15370018975332067,0,0,0.07878265254647022,270.0,Medium
UA,1616,2025-08-04,ORD,GRR,2025-08-04T18:20:00Z,2025-08-04T20:35:00Z,2025-08-04T18:21:00Z,2025-08-04T20:28:00Z,179,B737-900,Mainline,88,85,56,2025-08-04 18:20:00+00:00,2025-08-04 18:21:00+00:00,1.0,161,0,8,89,89.0,2.0,False,False,0.017408123791102514,0.2222222222222222,0.2542857142857143,0.2998102466793169,0,0,0.16048607377478144,71.0,Difficult
YX,3440,2025-08-15,ORD,YYZ,2025-08-15T07:04:00Z,2025-08-15T09:58:00Z,2025-08-15T06:59:00Z,2025-08-15T09:42:00Z,76,ERJ-175,Express,539,544,42,2025-08-15 07:04:00+00:00,2025-08-15 06:59:00+00:00,-5.0,72,3,22,18,18.0,0.0,False,False,0.011605415860735008,0.0,0.05142857142857143,0.13092979127134724,0,0,0.03995329729820424,441.0,Medium
OO,5836,2025-08-10,ORD,TYS,2025-08-10T10:35:00Z,2025-08-10T13:21:00Z,2025-08-10T12:06:00Z,2025-08-10T14:44:00Z,50,CRJ-550,Express,45,39,29,2025-08-10 10:35:00+00:00,2025-08-10 12:06:00+00:00,91.0,53,2,15,16,16.0,0.0,False,False,0.10444874274661509,0.0,0.045714285714285714,0.09487666034155598,0,0,0.059452812035152874,390.0,Medium
OO,5493,2025-08-06,ORD,ATW,2025-08-06T11:05:00Z,2025-08-06T12:18:00Z,2025-08-06T10:58:00Z,2025-08-06T12:08:00Z,50,CRJ-200,Express,104,107,29,2025-08-06 11:05:00+00:00,2025-08-06 10:58:00+00:00,-7.0,54,0,18,31,31.0,0.0,False,False,0.00967117988394584,0.0,0.08857142857142856,0.0967741935483871,0,0,0.039970478389146885,412.0,Easy
UA,1775,2025-08-10,ORD,FLL,2025-08-10T10:45:00Z,2025-08-10T15:03:00Z,2025-08-10T10:44:00Z,2025-08-10T14:52:00Z,179,B737-MAX9,Mainline,75,101,56,2025-08-10 10:45:00+00:00,2025-08-10 10:44:00+00:00,-1.0,246,3,71,28,28.0,0.0,False,True,0.015473887814313345,0.0,0.08,0.46110056925996207,0,1,0.11286228019628641,174.0,Medium
UA,2653,2025-08-05,ORD,RDU,2025-08-05T10:52:00Z,2025-08-05T13:59:00Z,2025-08-05T10:46:00Z,2025-08-05T14:03:00Z,179,B737-MAX9,Mainline,69,64,56,2025-08-05 10:52:00+00:00,2025-08-05 10:46:00+00:00,-6.0,187,3,55,46,46.0,2.0,False,False,0.010638297872340424,0.2222222222222222,0.13142857142857142,0.34914611005692603,0,0,0.14375087010324605,101.0,Difficult
G7,4552,2025-08-15,ORD,DAY,2025-08-15T21:30:00Z,2025-08-15T23:58:00Z,2025-08-15T21:35:00Z,2025-08-16T00:03:00Z,50,CRJ-550,Express,79,100,29,2025-08-15 21:30:00+00:00,2025-08-15 21:35:00+00:00,5.0,41,0,2,16,16.0,0.0,False,False,0.02127659574468085,0.0,0.045714285714285714,0.07210626185958255,0,0,0.029947088238177908,517.0,Easy
UA,1599,2025-08-11,ORD,DEN,2025-08-11T08:45:00Z,2025-08-11T10:35:00Z,2025-08-11T08:44:00Z,2025-08-11T10:30:00Z,364,B777-2HD,Mainline,186,177,93,2025-08-11 08:45:00+00:00,2025-08-11 08:44:00+00:00,-1.0,432,19,173,52,52.0,0.0,False,True,0.015473887814313345,0.0,0.14857142857142858,0.8140417457305502,0,1,0.19716480120468977,17.0,Difficult
UA,2666,2025-08-07,ORD,DEN,2025-08-07T05:00:00Z,2025-08-07T06:43:00Z,2025-08-07T04:56:00Z,2025-08-07T06:22:00Z,200,A321-2NX,Mainline,470,219,62,2025-08-07 05:00:00+00:00,2025-08-07 04:56:00+00:00,-4.0,236,0,90,55,55.0,1.0,False,True,0.012572533849129593,0.1111111111111111,0.15714285714285714,0.44212523719165087,0,1,0.1458476012438627,109.0,Difficult
YX,3536,2025-08-11,ORD,YUL,2025-08-11T07:15:00Z,2025-08-11T10:40:00Z,2025-08-11T07:10:00Z,2025-08-11T10:28:00Z,76,ERJ-175,Express,735,730,42,2025-08-11 07:15:00+00:00,2025-08-11 07:10:00+00:00,-5.0,67,1,16,32,32.0,0.0,False,False,0.011605415860735008,0.0,0.09142857142857143,0.12144212523719165,0,0,0.04605576409137312,421.0,Medium
YX,3409,2025-08-07,ORD,YOW,2025-08-07T13:56:00Z,2025-08-07T17:06:00Z,2025-08-07T13:53:00Z,2025-08-07T17:16:00Z,76,ERJ-175,Express,50,58,42,2025-08-07 13:56:00+00:00,2025-08-07 13:53:00+00:00,-3.0,83,7,22,25,25.0,0.0,False,False,0.013539651837524177,0.0,0.07142857142857142,0.15180265654648956,0,0,0.04870814114626945,414.0,Medium
G7,4590,2025-08-14,ORD,MDT,2025-08-14T16:45:00Z,2025-08-14T19:52:00Z,2025-08-14T17:51:00Z,2025-08-14T20:23:00Z,50,CRJ-550,Express,-20,45,29,2025-08-14 16:45:00+00:00,2025-08-14 17:51:00+00:00,66.0,60,13,16,15,15.0,0.0,True,False,0.08027079303675047,0.0,0.04285714285714286,0.10815939278937382,1,0,0.15428454504032849,74.0,Difficult
UA,763,2025-08-01,ORD,PWM,2025-08-01T10:58:00Z,2025-08-01T14:24:00Z,2025-08-01T10:55:00Z,2025-08-01T14:00:00Z,166,B737-800,Mainline,79,94,51,2025-08-01 10:58:00+00:00,2025-08-01 10:55:00+00:00,-3.0,232,3,71,28,28.0,0.0,False,True,0.013539651837524177,0.0,0.08,0.4345351043643264,0,1,0.10696891642412254,264.0,Medium
UA,2195,2025-08-08,ORD,BDL,2025-08-08T11:06:00Z,2025-08-08T14:24:00Z,2025-08-08T11:01:00Z,2025-08-08T14:11:00Z,166,B737-800,Mainline,63,81,51,2025-08-08 11:06:00+00:00,2025-08-08 11:01:00+00:00,-5.0,156,4,25,32,32.0,0.0,False,False,0.011605415860735008,0.0,0.09142857142857143,0.2903225806451613,0,0,0.07983185517296706,290.0,Medium
UA,1989,2025-08-12,ORD,BOS,2025-08-12T18:20:00Z,2025-08-12T21:59:00Z,2025-08-12T20:32:00Z,2025-08-13T00:13:00Z,179,B737-900,Mainline,70,59,56,2025-08-12 18:20:00+00:00,2025-08-12 20:32:00+00:00,132.0,172,0,26,58,58.0,0.0,False,False,0.14410058027079303,0.0,0.1657142857142857,0.3206831119544592,0,0,0.1405096536149869,112.0,Medium
OO,5930,2025-08-10,ORD,FAR,2025-08-10T13:20:00Z,2025-08-10T15:29:00Z,2025-08-10T13:25:00Z,2025-08-10T15:50:00Z,50,CRJ-200,Express,107,30,29,2025-08-10 13:20:00+00:00,2025-08-10 13:25:00+00:00,5.0,49,2,29,16,16.0,0.0,False,False,0.02127659574468085,0.0,0.045714285714285714,0.08728652751423151,0,0,0.032983141369107696,528.0,Easy
UA,1793,2025-08-12,ORD,MSP,2025-08-12T08:50:00Z,2025-08-12T10:31:00Z,2025-08-12T09:29:00Z,2025-08-12T10:57:00Z,150,A320-200,Mainline,78,139,46,2025-08-12 08:50:00+00:00,2025-08-12 09:29:00+00:00,39.0,134,3,20,10,10.0,0.0,False,False,0.05415860735009671,0.0,0.02857142857142857,0.24857685009487665,0,0,0.07167723793829006,308.0,Medium
UA,2677,2025-08-05,ORD,IAD,2025-08-05T17:56:00Z,2025-08-05T20:55:00Z,2025-08-05T17:52:00Z,2025-08-05T21:02:00Z,176,B757-200,Mainline,246,268,122,2025-08-05 17:56:00+00:00,2025-08-05 17:52:00+00:00,-4.0,204,41,62,48,48.0,3.0,False,False,0.012572533849129593,0.3333333333333333,0.13714285714285715,0.38140417457305503,0,0,0.17414783316458798,65.0,Difficult
OO,5521,2025-08-01,ORD,ATW,2025-08-01T15:35:00Z,2025-08-01T16:48:00Z,2025-08-01T16:36:00Z,2025-08-01T17:41:00Z,50,CRJ-200,Express,-28,59,29,2025-08-01 15:35:00+00:00,2025-08-01 16:36:00+00:00,61.0,47,10,20,18,18.0,0.0,True,False,0.07543520309477755,0.0,0.05142857142857143,0.08349146110056926,1,0,0.1496145674342614,122.0,Medium
UA,2487,2025-08-15,ORD,PHL,2025-08-15T21:23:00Z,2025-08-16T00:30:00Z,2025-08-15T22:32:00Z,2025-08-16T01:32:00Z,179,B737-900,Mainline,3,49,56,2025-08-15 21:23:00+00:00,2025-08-15 22:32:00+00:00,69.0,99,6,12,31,31.0,0.0,True,False,0.08317214700193423,0.0,0.08857142857142856,0.18216318785578747,1,0,0.17909856738602348,51.0,Difficult
YX,3614,2025-08-09,ORD,MCI,2025-08-09T21:25:00Z,2025-08-09T23:14:00Z,2025-08-09T21:33:00Z,2025-08-09T23:11:00Z,76,ERJ-175,Express,95,95,34,2025-08-09 21:25:00+00:00,2025-08-09 21:33:00+00:00,8.0,99,1,4,50,50.0,0.0,False,False,0.024177949709864602,0.0,0.14285714285714285,0.18216318785578747,0,0,0.07225745105554544,316.0,Medium
YX,3708,2025-08-15,ORD,BNA,2025-08-15T12:45:00Z,2025-08-15T14:26:00Z,2025-08-15T12:41:00Z,2025-08-15T14:11:00Z,70,ERJ-170,Express,40,47,34,2025-08-15 12:45:00+00:00,2025-08-15 12:41:00+00:00,-4.0,70,10,23,4,4.0,0.0,False,False,0.012572533849129593,0.0,0.011428571428571429,0.127134724857685,0,0,0.031484419411990164,509.0,Easy
UA,1657,2025-08-08,ORD,LGA,2025-08-08T07:00:00Z,2025-08-08T10:18:00Z,2025-08-08T06:55:00Z,2025-08-08T10:11:00Z,166,B737-800,Mainline,835,784,51,2025-08-08 07:00:00+00:00,2025-08-08 06:55:00+00:00,-5.0,190,10,52,7,7.0,0.0,False,False,0.011605415860735008,0.0,0.02,0.3548387096774194,0,0,0.07844936669370438,298.0,Medium
OO,5915,2025-08-10,ORD,LNK,2025-08-10T16:50:00Z,2025-08-10T18:45:00Z,2025-08-10T17:54:00Z,2025-08-10T19:32:00Z,50,CRJ-200,Express,43,46,29,2025-08-10 16:50:00+00:00,2025-08-10 17:54:00+00:00,64.0,56,2,31,15,15.0,0.0,False,False,0.07833655705996131,0.0,0.04285714285714286,0.10056925996204934,0,0,0.052186247681826836,426.0,Medium
OO,5790,2025-08-01,ORD,CRW,2025-08-01T18:20:00Z,2025-08-01T21:04:00Z,2025-08-01T19:14:00Z,2025-08-01T21:55:00Z,50,CRJ-200,Express,-7,36,29,2025-08-01 18:20:00+00:00,2025-08-01 19:14:00+00:00,54.0,54,1,18,27,27.0,1.0,True,False,0.06866537717601548,0.1111111111111111,0.07714285714285714,0.0967741935483871,1,0,0.17760524551327572,64.0,Difficult
UA,2427,2025-08-12,ORD,CVG,2025-08-12T18:10:00Z,2025-08-12T20:34:00Z,2025-08-12T18:21:00Z,2025-08-12T22:26:00Z,126,B737-700,Mainline,79,46,43,2025-08-12 18:10:00+00:00,2025-08-12 18:21:00+00:00,11.0,88,0,9,29,29.0,1.0,False,False,0.027079303675048357,0.1111111111111111,0.08285714285714285,0.16129032258064516,0,0,0.07917550641229433,285.0,Medium
UA,265,2025-08-15,ORD,YYZ,2025-08-15T17:55:00Z,2025-08-15T20:44:00Z,2025-08-15T17:59:00Z,2025-08-15T20:37:00Z,126,A319-100,Mainline,69,90,52,2025-08-15 17:55:00+00:00,2025-08-15 17:59:00+00:00,4.0,109,6,18,26,26.0,0.0,False,False,0.020309477756286266,0.0,0.07428571428571429,0.20113851992409867,0,0,0.06117769016884847,333.0,Medium
UA,1996,2025-08-08,ORD,SJU,2025-08-08T08:49:00Z,2025-08-08T14:44:00Z,2025-08-08T08:48:00Z,2025-08-08T14:28:00Z,200,A321-2NX,Mainline,204,224,68,2025-08-08 08:49:00+00:00,2025-08-08 08:48:00+00:00,-1.0,223,6,72,43,43.0,2.0,False,False,0.015473887814313345,0.2222222222222222,0.12285714285714286,0.4174573055028463,0,0,0.15714950046073628,74.0,Difficult
OO,5229,2025-08-14,ORD,ILM,2025-08-14T11:59:00Z,2025-08-14T15:24:00Z,2025-08-14T11:53:00Z,2025-08-14T15:06:00Z,76,ERJ-175,Express,39,53,34,2025-08-14 11:59:00+00:00,2025-08-14 11:53:00+00:00,-6.0,76,1,16,26,26.0,0.0,False,False,0.010638297872340424,0.0,0.07428571428571429,0.13851992409867173,0,0,0.04575261703857933,419.0,Medium
UA,1361,2025-08-13,ORD,STL,2025-08-13T21:20:00Z,2025-08-13T22:45:00Z,2025-08-13T21:27:00Z,2025-08-13T22:37:00Z,126,A319-100,Mainline,69,64,43,2025-08-13 21:20:00+00:00,2025-08-13 21:27:00+00:00,7.0,137,4,21,67,67.0,0.0,False,False,0.023210831721470017,0.0,0.19142857142857142,0.25426944971537,0,0,0.0961028537452293,211.0,Medium
UA,1030,2025-08-09,ORD,ABQ,2025-08-09T19:35:00Z,2025-08-09T21:50:00Z,2025-08-09T20:14:00Z,2025-08-09T22:39:00Z,126,A319-100,Mainline,78,70,43,2025-08-09 19:35:00+00:00,2025-08-09 20:14:00+00:00,39.0,133,6,27,72,72.0,0.0,False,False,0.05415860735009671,0.0,0.2057142857142857,0.24667931688804554,0,0,0.10672630272549527,213.0,Medium
OO,5020,2025-08-03,ORD,FOD,2025-08-03T12:30:00Z,2025-08-03T14:03:00Z,2025-08-03T12:20:00Z,2025-08-03T13:49:00Z,50,CRJ-200,Express,60,59,29,2025-08-03 12:30:00+00:00,2025-08-03 12:20:00+00:00,-10.0,30,0,6,7,7.0,0.0,False,False,0.006769825918762087,0.0,0.02,0.05123339658444023,0,0,0.01627762709251667,545.0,Easy
YX,3718,2025-08-10,ORD,MSN,2025-08-10T09:02:00Z,2025-08-10T10:13:00Z,2025-08-10T08:58:00Z,2025-08-10T10:05:00Z,76,ERJ-175,Express,63,81,39,2025-08-10 09:02:00+00:00,2025-08-10 08:58:00+00:00,-4.0,76,1,7,49,49.0,0.0,False,False,0.012572533849129593,0.0,0.14,0.13851992409867173,0,0,0.059475744974473235,389.0,Medium
OO,5538,2025-08-09,ORD,HSV,2025-08-09T18:25:00Z,2025-08-09T20:14:00Z,2025-08-09T18:15:00Z,2025-08-09T19:46:00Z,50,CRJ-550,Express,94,38,29,2025-08-09 18:25:00+00:00,2025-08-09 18:15:00+00:00,-10.0,20,0,6,16,16.0,0.0,False,False,0.006769825918762087,0.0,0.045714285714285714,0.03225806451612903,0,0,0.017625417821711575,517.0,Easy
UA,1778,2025-08-10,ORD,OMA,2025-08-10T08:45:00Z,2025-08-10T10:27:00Z,2025-08-10T08:56:00Z,2025-08-10T11:09:00Z,126,A319-100,Mainline,62,37,43,2025-08-10 08:45:00+00:00,2025-08-10 08:56:00+00:00,11.0,144,31,10,31,31.0,1.0,False,False,0.027079303675048357,0.1111111111111111,0.08857142857142856,0.2675521821631879,0,0,0.10157073547166001,223.0,Medium
UA,2137,2025-08-07,ORD,SLC,2025-08-07T09:02:00Z,2025-08-07T11:40:00Z,2025-08-07T09:01:00Z,2025-08-07T11:22:00Z,166,B737-800,Mainline,957,929,51,2025-08-07 09:02:00+00:00,2025-08-07 09:01:00+00:00,-1.0,228,4,42,40,40.0,0.0,False,True,0.015473887814313345,0.0,0.11428571428571428,0.4269449715370019,0,1,0.11288830350883725,199.0,Medium
UA,2137,2025-08-13,ORD,SLC,2025-08-13T09:02:00Z,2025-08-13T11:40:00Z,2025-08-13T09:18:00Z,2025-08-13T11:56:00Z,166,B737-800,Mainline,68,106,51,2025-08-13 09:02:00+00:00,2025-08-13 09:18:00+00:00,16.0,163,3,74,32,32.0,0.0,False,False,0.031914893617021274,0.0,0.09142857142857143,0.30360531309297917,0,0,0.0885812449894165,237.0,Medium
UA,2427,2025-08-05,ORD,CVG,2025-08-05T18:10:00Z,2025-08-05T20:34:00Z,2025-08-05T18:08:00Z,2025-08-05T20:40:00Z,126,B737-700,Mainline,84,104,43,2025-08-05 18:10:00+00:00,2025-08-05 18:08:00+00:00,-2.0,107,7,10,43,43.0,0.0,False,False,0.014506769825918761,0.0,0.12285714285714286,0.19734345351043642,0,0,0.06839215022129148,309.0,Medium
G7,4482,2025-08-11,ORD,TUL,2025-08-11T15:35:00Z,2025-08-11T18:22:00Z,2025-08-11T15:47:00Z,2025-08-11T18:22:00Z,50,CRJ-550,Express,-36,78,29,2025-08-11 15:35:00+00:00,2025-08-11 15:47:00+00:00,12.0,41,3,2,22,22.0,0.0,True,False,0.02804642166344294,0.0,0.06285714285714286,0.07210626185958255,1,0,0.13540660744237798,92.0,Difficult
UA,1304,2025-08-05,ORD,LAS,2025-08-05T11:29:00Z,2025-08-05T13:28:00Z,2025-08-05T11:44:00Z,2025-08-05T13:41:00Z,179,B737-MAX9,Mainline,18,59,56,2025-08-05 11:29:00+00:00,2025-08-05 11:44:00+00:00,15.0,199,5,80,43,43.0,0.0,True,False,0.03094777562862669,0.0,0.12285714285714286,0.37191650853889946,1,0,0.20823906296779648,41.0,Difficult
OO,5250,2025-08-15,ORD,BNA,2025-08-15T17:50:00Z,2025-08-15T19:39:00Z,2025-08-15T17:49:00Z,2025-08-15T19:21:00Z,76,ERJ-175,Express,65,55,34,2025-08-15 17:50:00+00:00,2025-08-15 17:49:00+00:00,-1.0,74,3,10,27,27.0,0.0,False,False,0.015473887814313345,0.0,0.07714285714285714,0.13472485768500947,0,0,0.04701570930986733,400.0,Medium
